ID,Run,Sequence_Length,Graph_Type,MSE,Predicted_Values,True_Values,Rescaled_Errors,Normalized_Errors
26,6,5,gnn_learned,1908.592,"[7111.599197387695, 1400.0184574127197, 781.3234729766846, 2354.7259368896484, 2171.2305297851562, 5979.252754211426, 2436.570152282715, 7578.104110717773, 6392.771728515625, 6602.332870483398]","[1485.0, 1942.0, 8713.0, 2673.0, 7970.0, 2446.0, 486.0, 4701.0, 4971.0, 1617.0]","[5626.599197387695, -541.9815425872803, -7931.676527023315, -318.27406311035156, -5798.769470214844, 3533.252754211426, 1950.5701522827148, 2877.1041107177734, 1421.771728515625, 4985.332870483398]","[56.83433532714844, -5.587438583374023, -80.1179428100586, -3.2148895263671875, -60.403846740722656, 37.58779525756836, 20.108970642089844, 30.60749053955078, 15.45404052734375, 52.47718811035156]"
26,7,5,gnn_learned,1931.2474,"[7492.095703125, 1534.0111227035522, 902.0494947433472, 2447.179286956787, 1899.5580444335938, 5853.694709777832, 2579.1045818328857, 7038.92512512207, 6495.680725097656, 6563.597061157227]","[1485.0, 1942.0, 8713.0, 2673.0, 7970.0, 2446.0, 486.0, 4701.0, 4971.0, 1617.0]","[6007.095703125, -407.98887729644775, -7810.950505256653, -225.8207130432129, -6070.441955566406, 3407.694709777832, 2093.1045818328857, 2337.9251251220703, 1524.6807250976562, 4946.597061157227]","[60.677734375, -4.206070899963379, -78.89849090576172, -2.281017303466797, -63.23377227783203, 36.252071380615234, 21.578397750854492, 24.871543884277344, 16.572616577148438, 52.06944274902344]"
26,8,5,gnn_learned,2154.6538,"[7627.401191711426, 1457.0894536972046, 763.0905714035034, 2286.313917160034, 1847.861328125, 6436.859100341797, 2497.6846961975098, 8131.88166809082, 6790.047454833984, 6979.016220092773]","[1485.0, 1942.0, 8713.0, 2673.0, 7970.0, 2446.0, 486.0, 4701.0, 4971.0, 1617.0]","[6142.401191711426, -484.9105463027954, -7949.909428596497, -386.6860828399658, -6122.138671875, 3990.859100341797, 2011.6846961975098, 3430.8816680908203, 1819.0474548339844, 5362.016220092773]","[62.044456481933594, -4.999077796936035, -80.30211639404297, -3.9059200286865234, -63.77227783203125, 42.45594787597656, 20.739017486572266, 36.498741149902344, 19.772254943847656, 56.44227600097656]"
26,9,5,gnn_learned,2131.2288,"[7466.644775390625, 1483.6637697219849, 499.6663222312927, 2236.1398029327393, 1912.5220947265625, 6393.693771362305, 2220.571018218994, 7724.895919799805, 6632.367462158203, 7083.485633850098]","[1485.0, 1942.0, 8713.0, 2673.0, 7970.0, 2446.0, 486.0, 4701.0, 4971.0, 1617.0]","[5981.644775390625, -458.33623027801514, -8213.333677768707, -436.86019706726074, -6057.4779052734375, 3947.6937713623047, 1734.5710182189941, 3023.8959197998047, 1661.3674621582031, 5466.485633850098]","[60.420654296875, -4.725115776062012, -82.96296691894531, -4.412729263305664, -63.09872817993164, 41.996742248535156, 17.88217544555664, 32.169105529785156, 18.05834197998047, 57.541954040527344]"
26,10,5,gnn_learned,2102.285,"[7437.86368560791, 1671.6139430999756, 784.9766716957092, 2342.9336585998535, 1934.6172485351562, 6635.445861816406, 2192.574323654175, 7797.008819580078, 7224.399871826172, 6856.925651550293]","[1485.0, 1942.0, 8713.0, 2673.0, 7970.0, 2446.0, 486.0, 4701.0, 4971.0, 1617.0]","[5952.86368560791, -270.3860569000244, -7928.023328304291, -330.0663414001465, -6035.382751464844, 4189.445861816406, 1706.5743236541748, 3096.008819580078, 2253.399871826172, 5239.925651550293]","[60.12993621826172, -2.787485122680664, -80.08104705810547, -3.334003448486328, -62.868568420410156, 44.568572998046875, 17.593549728393555, 32.93626403808594, 24.49347686767578, 55.15711212158203]"
27,1,5,gnn_learned,1952.4863,"[3341.651039123535, 354.57888770103455, 7152.270401000977, 6313.75016784668, 4262.444473266602, 5207.491996765137, 8272.146240234375, 8276.212158203125, 1507.2822036743164, 6126.094017028809]","[4705.0, 5768.0, 2568.0, 4138.0, 2842.0, 8910.0, 1141.0, 9025.0, 8468.0, 7426.0]","[-1363.3489608764648, -5413.421112298965, 4584.270401000977, 2175.7501678466797, 1420.4444732666016, -3702.5080032348633, 7131.146240234375, -748.787841796875, -6960.717796325684, -1299.9059829711914]","[-13.911724090576172, -58.20882797241211, 48.25547790527344, 23.146278381347656, 14.494331359863281, -37.399070739746094, 75.064697265625, -7.799873352050781, -74.84642791748047, -13.130363464355469]"
27,2,5,gnn_learned,1997.8477,"[3569.5616760253906, 380.8270001411438, 7926.398056030273, 6508.0518798828125, 3989.5832748413086, 5519.014343261719, 7927.0993576049805, 8624.330810546875, 1202.1200113296509, 6266.088470458984]","[4705.0, 5768.0, 2568.0, 4138.0, 2842.0, 8910.0, 1141.0, 9025.0, 8468.0, 7426.0]","[-1135.4383239746094, -5387.172999858856, 5358.398056030273, 2370.0518798828125, 1147.5832748413086, -3390.9856567382812, 6786.0993576049805, -400.669189453125, -7265.879988670349, -1159.9115295410156]","[-11.586105346679688, -57.92658996582031, 56.40419006347656, 25.21331787109375, 11.710033416748047, -34.25238037109375, 71.43262481689453, -4.173637390136719, -78.12773895263672, -11.716278076171875]"
27,3,5,gnn_learned,1955.7166,"[3664.1982345581055, 388.25834560394287, 7778.143928527832, 6265.401184082031, 4371.301170349121, 5746.933307647705, 8194.744926452637, 8621.11328125, 1422.0344800949097, 6776.996055603027]","[4705.0, 5768.0, 2568.0, 4138.0, 2842.0, 8910.0, 1141.0, 9025.0, 8468.0, 7426.0]","[-1040.8017654418945, -5379.741654396057, 5210.143928527832, 2127.4011840820312, 1529.301170349121, -3163.066692352295, 7053.744926452637, -403.88671875, -7045.96551990509, -649.0039443969727]","[-10.620426177978516, -57.846683502197266, 54.84362030029297, 22.631927490234375, 15.605113983154297, -31.95016860961914, 74.24994659423828, -4.2071533203125, -75.76306915283203, -6.555595397949219]"
27,4,5,gnn_learned,1914.5256,"[3467.1126022338867, 421.217915058136, 7537.787521362305, 6362.46418762207, 3930.5591201782227, 5396.217922210693, 8264.162651062012, 8658.712158203125, 1746.3248138427734, 6254.550731658936]","[4705.0, 5768.0, 2568.0, 4138.0, 2842.0, 8910.0, 1141.0, 9025.0, 8468.0, 7426.0]","[-1237.8873977661133, -5346.782084941864, 4969.787521362305, 2224.4641876220703, 1088.5591201782227, -3513.7820777893066, 7123.162651062012, -366.287841796875, -6721.675186157227, -1171.4492683410645]","[-12.63150405883789, -57.492279052734375, 52.31355285644531, 23.664512634277344, 11.107746124267578, -35.49274826049805, 74.98065948486328, -3.8154983520507812, -72.27607727050781, -11.832820892333984]"
27,5,5,gnn_learned,1835.2249,"[3918.51171875, 418.3192481994629, 7270.049903869629, 6161.482818603516, 4345.710678100586, 5283.322483062744, 7668.160720825195, 8329.826904296875, 1489.796100616455, 6512.9932861328125]","[4705.0, 5768.0, 2568.0, 4138.0, 2842.0, 8910.0, 1141.0, 9025.0, 8468.0, 7426.0]","[-786.48828125, -5349.680751800537, 4702.049903869629, 2023.4828186035156, 1503.710678100586, -3626.677516937256, 6527.160720825195, -695.173095703125, -6978.203899383545, -913.0067138671875]","[-8.025390625, -57.5234489440918, 49.495262145996094, 21.526412963867188, 15.343986511230469, -36.63310623168945, 68.70695495605469, -7.241386413574219, -75.03445434570312, -9.2222900390625]"
27,6,5,gnn_learned,1942.2672,"[3372.372116088867, 211.02363657951355, 7231.745346069336, 5648.98983001709, 3774.613121032715, 4602.494304656982, 7642.322593688965, 7594.064453125, 1330.47829246521, 5958.9741134643555]","[4705.0, 5768.0, 2568.0, 4138.0, 2842.0, 8910.0, 1141.0, 9025.0, 8468.0, 7426.0]","[-1332.6278839111328, -5556.976363420486, 4663.745346069336, 1510.9898300170898, 932.6131210327148, -4307.505695343018, 6501.322593688965, -1430.935546875, -7137.52170753479, -1467.0258865356445]","[-13.598243713378906, -59.75243377685547, 49.09205627441406, 16.074359893798828, 9.516460418701172, -43.51015853881836, 68.43497467041016, -14.90557861328125, -76.74754333496094, -14.818443298339844]"
27,7,5,gnn_learned,1942.9926,"[4221.763893127441, 426.2544512748718, 7720.298965454102, 6251.356979370117, 4022.2528076171875, 5562.3049392700195, 7996.23006439209, 8553.307861328125, 1226.2778596878052, 6560.536277770996]","[4705.0, 5768.0, 2568.0, 4138.0, 2842.0, 8910.0, 1141.0, 9025.0, 8468.0, 7426.0]","[-483.2361068725586, -5341.745548725128, 5152.298965454102, 2113.356979370117, 1180.2528076171875, -3347.6950607299805, 6855.23006439209, -471.692138671875, -7241.722140312195, -865.4637222290039]","[-4.930980682373047, -57.43812561035156, 54.23472595214844, 22.482521057128906, 12.04339599609375, -33.815101623535156, 72.16031646728516, -4.913459777832031, -77.86798095703125, -8.742057800292969]"
27,8,5,gnn_learned,1990.7412,"[3500.9073944091797, 310.9741177558899, 7090.4492263793945, 6391.06608581543, 4202.7612380981445, 5250.883804321289, 8432.097068786621, 8312.38427734375, 1363.9356441497803, 6283.197376251221]","[4705.0, 5768.0, 2568.0, 4138.0, 2842.0, 8910.0, 1141.0, 9025.0, 8468.0, 7426.0]","[-1204.0926055908203, -5457.02588224411, 4522.4492263793945, 2253.0660858154297, 1360.7612380981445, -3659.116195678711, 7291.097068786621, -712.61572265625, -7104.06435585022, -1142.8026237487793]","[-12.286659240722656, -58.677696228027344, 47.60472869873047, 23.968788146972656, 13.885318756103516, -36.96076965332031, 76.7483901977539, -7.4230804443359375, -76.38778686523438, -11.543460845947266]"
27,9,5,gnn_learned,1925.5637,"[3654.8462448120117, 210.99585390090942, 7409.932678222656, 6111.097091674805, 3919.4302673339844, 5561.731281280518, 8005.616851806641, 8265.384765625, 1360.8472213745117, 6241.194206237793]","[4705.0, 5768.0, 2568.0, 4138.0, 2842.0, 8910.0, 1141.0, 9025.0, 8468.0, 7426.0]","[-1050.1537551879883, -5557.004146099091, 4841.932678222656, 1973.0970916748047, 1077.4302673339844, -3348.2687187194824, 6864.616851806641, -759.615234375, -7107.152778625488, -1184.805793762207]","[-10.71585464477539, -59.75273132324219, 50.96771240234375, 20.990394592285156, 10.994186401367188, -33.82089614868164, 72.25912475585938, -7.91265869140625, -76.4209976196289, -11.967735290527344]"
27,10,5,gnn_learned,1942.3982,"[3818.9277572631836, 540.3127460479736, 7483.876731872559, 6473.888381958008, 4514.351547241211, 5475.656147003174, 8351.25951385498, 8671.774169921875, 1552.1774158477783, 6493.306129455566]","[4705.0, 5768.0, 2568.0, 4138.0, 2842.0, 8910.0, 1141.0, 9025.0, 8468.0, 7426.0]","[-886.0722427368164, -5227.687253952026, 4915.876731872559, 2335.888381958008, 1672.351547241211, -3434.343852996826, 7210.2595138549805, -353.225830078125, -6915.822584152222, -932.6938705444336]","[-9.041553497314453, -56.211692810058594, 51.746070861816406, 24.849876403808594, 17.06481170654297, -34.69034194946289, 75.89746856689453, -3.6794357299804688, -74.36368560791016, -9.421150207519531]"
28,1,5,gnn_learned,1472.0292,"[7637.559356689453, 608.3930282592773, 8299.335754394531, 2783.4607543945312, 4797.9494552612305, 884.5147466659546, 7732.102668762207, 2996.629180908203, 3880.051555633545, 5733.010608673096]","[1881.0, 4701.0, 2492.0, 3840.0, 2758.0, 5135.0, 3882.0, 3961.0, 2791.0, 8837.0]","[5756.559356689453, -4092.6069717407227, 5807.335754394531, -1056.5392456054688, 2039.9494552612305, -4250.485253334045, 3850.102668762207, -964.3708190917969, 1089.051555633545, -3103.9893913269043]","[58.147064208984375, -43.53837203979492, 63.12321472167969, -11.005617141723633, 21.47315216064453, -44.74195098876953, 39.69178009033203, -9.741119384765625, 11.71023178100586, -32.6735725402832]"
28,2,5,gnn_learned,1621.6512,"[7964.522506713867, 585.141077041626, 8867.367248535156, 2902.1513671875, 4608.587997436523, 763.8644766807556, 8057.375183105469, 3672.516876220703, 4261.560371398926, 5806.358882904053]","[1881.0, 4701.0, 2492.0, 3840.0, 2758.0, 5135.0, 3882.0, 3961.0, 2791.0, 8837.0]","[6083.522506713867, -4115.858922958374, 6375.367248535156, -937.8486328125, 1850.5879974365234, -4371.135523319244, 4175.375183105469, -288.4831237792969, 1470.5603713989258, -3030.6411170959473]","[61.44972229003906, -43.78573226928711, 69.29747009277344, -9.769256591796875, 19.479873657226562, -46.0119514465332, 43.04510498046875, -2.913970947265625, 15.812477111816406, -31.901485443115234]"
28,3,5,gnn_learned,1398.908,"[7793.2612380981445, 951.6806201934814, 8050.6300048828125, 2749.7113037109375, 4605.617435455322, 1118.8679695129395, 7632.802589416504, 3069.337781906128, 3986.4287490844727, 5622.187301635742]","[1881.0, 4701.0, 2492.0, 3840.0, 2758.0, 5135.0, 3882.0, 3961.0, 2791.0, 8837.0]","[5912.2612380981445, -3749.3193798065186, 5558.6300048828125, -1090.2886962890625, 1847.6174354553223, -4016.1320304870605, 3750.802589416504, -891.6622180938721, 1195.4287490844727, -3214.812698364258]","[59.719810485839844, -39.886375427246094, 60.419891357421875, -11.357173919677734, 19.448604583740234, -42.27507400512695, 38.668067932128906, -9.006689071655273, 12.854072570800781, -33.84013366699219]"
28,4,5,gnn_learned,1476.4519,"[7683.397613525391, 783.2290515899658, 8239.269592285156, 2955.3652954101562, 5114.7243576049805, 1160.0774955749512, 7934.222511291504, 3278.7828063964844, 4252.923927307129, 5547.565567016602]","[1881.0, 4701.0, 2492.0, 3840.0, 2758.0, 5135.0, 3882.0, 3961.0, 2791.0, 8837.0]","[5802.397613525391, -3917.770948410034, 5747.269592285156, -884.6347045898438, 2356.7243576049805, -3974.922504425049, 4052.222511291504, -682.2171936035156, 1461.923927307129, -3289.4344329833984]","[58.610076904296875, -41.67841339111328, 62.47032165527344, -9.214944839477539, 24.80762481689453, -41.84128952026367, 41.775489807128906, -6.891082763671875, 15.719612121582031, -34.62562561035156]"
28,5,5,gnn_learned,1397.1505,"[7456.112731933594, 471.86113357543945, 7916.669464111328, 2572.3121337890625, 4655.916221618652, 1003.6343908309937, 7615.699264526367, 3185.959732055664, 3893.851631164551, 5613.902198791504]","[1881.0, 4701.0, 2492.0, 3840.0, 2758.0, 5135.0, 3882.0, 3961.0, 2791.0, 8837.0]","[5575.112731933594, -4229.138866424561, 5424.669464111328, -1267.6878662109375, 1897.9162216186523, -4131.365609169006, 3733.699264526367, -775.0402679443359, 1102.8516311645508, -3223.097801208496]","[56.31427001953125, -44.99083709716797, 58.96379852294922, -13.205081939697266, 19.978065490722656, -43.488059997558594, 38.49174499511719, -7.8286895751953125, 11.858619689941406, -33.927345275878906]"
28,6,5,gnn_learned,1500.2478,"[8095.056701660156, 889.7667655944824, 8439.337585449219, 2746.7373046875, 4884.542949676514, 1043.153429031372, 7816.096267700195, 3460.719627380371, 4209.495853424072, 6066.188652038574]","[1881.0, 4701.0, 2492.0, 3840.0, 2758.0, 5135.0, 3882.0, 3961.0, 2791.0, 8837.0]","[6214.056701660156, -3811.2332344055176, 5947.337585449219, -1093.2626953125, 2126.5429496765137, -4091.846570968628, 3934.0962677001953, -500.2803726196289, 1418.4958534240723, -2770.811347961426]","[62.76824951171875, -40.54503631591797, 64.64497375488281, -11.388153076171875, 22.384662628173828, -43.07206726074219, 40.55769348144531, -5.053337097167969, 15.252643585205078, -29.16643524169922]"
28,7,5,gnn_learned,1475.7488,"[8317.098976135254, 635.1797866821289, 7934.426940917969, 2782.5247192382812, 4624.373615264893, 1378.1948232650757, 8194.933692932129, 3131.0345287323, 4055.732452392578, 6055.400478363037]","[1881.0, 4701.0, 2492.0, 3840.0, 2758.0, 5135.0, 3882.0, 3961.0, 2791.0, 8837.0]","[6436.098976135254, -4065.820213317871, 5442.426940917969, -1057.4752807617188, 1866.3736152648926, -3756.8051767349243, 4312.933692932129, -829.9654712677002, 1264.7324523925781, -2781.599521636963]","[65.01110076904297, -43.2534065246582, 59.15681457519531, -11.01536750793457, 19.646038055419922, -39.545318603515625, 44.463233947753906, -8.383489608764648, 13.599273681640625, -29.27999496459961]"
28,8,5,gnn_learned,1417.1951,"[7813.245231628418, 728.4802837371826, 8053.772430419922, 3096.62255859375, 4854.58727645874, 1089.874005317688, 7967.8289794921875, 3401.450824737549, 3991.0151748657227, 6136.802284240723]","[1881.0, 4701.0, 2492.0, 3840.0, 2758.0, 5135.0, 3882.0, 3961.0, 2791.0, 8837.0]","[5932.245231628418, -3972.5197162628174, 5561.772430419922, -743.37744140625, 2096.5872764587402, -4045.125994682312, 4085.8289794921875, -559.5491752624512, 1200.0151748657227, -2700.1977157592773]","[59.921669006347656, -42.26084899902344, 60.45404815673828, -7.7435150146484375, 22.069339752197266, -42.58027267456055, 42.1219482421875, -5.652011871337891, 12.903388977050781, -28.423133850097656]"
28,9,5,gnn_learned,1667.6667,"[8515.956253051758, 770.6245517730713, 8441.969024658203, 2957.9225463867188, 5097.6217918396, 941.4360523223877, 8391.422485351562, 3271.7319869995117, 4543.309459686279, 5758.910343170166]","[1881.0, 4701.0, 2492.0, 3840.0, 2758.0, 5135.0, 3882.0, 3961.0, 2791.0, 8837.0]","[6634.956253051758, -3930.3754482269287, 5949.969024658203, -882.0774536132812, 2339.6217918395996, -4193.563947677612, 4509.4224853515625, -689.2680130004883, 1752.3094596862793, -3078.089656829834]","[67.01976013183594, -41.812503814697266, 64.67357635498047, -9.18830680847168, 24.62759780883789, -44.14277648925781, 46.4888916015625, -6.962303161621094, 18.842037200927734, -32.400943756103516]"
28,10,5,gnn_learned,1655.3066,"[8406.856246948242, 616.8569869995117, 8553.147155761719, 2955.5213012695312, 5326.128929138184, 1085.957589149475, 8259.338874816895, 3802.6077041625977, 4278.921951293945, 5755.038139343262]","[1881.0, 4701.0, 2492.0, 3840.0, 2758.0, 5135.0, 3882.0, 3961.0, 2791.0, 8837.0]","[6525.856246948242, -4084.1430130004883, 6061.147155761719, -884.4786987304688, 2568.1289291381836, -4049.042410850525, 4377.3388748168945, -158.39229583740234, 1487.9219512939453, -3081.9618606567383]","[65.91773986816406, -43.44832992553711, 65.88203430175781, -9.213319778442383, 27.032936096191406, -42.621498107910156, 45.12720489501953, -1.5999221801757812, 15.999160766601562, -32.44170379638672]"
29,1,5,gnn_learned,1556.029,"[5080.002811431885, 1735.743896484375, 6790.185546875, 4039.2659225463867, 3547.976531982422, 1354.0066719055176, 1909.2272262573242, 6623.569488525391, 3489.6055908203125, 1642.251968383789]","[2283.0, 6352.0, 9500.0, 5549.0, 0.0, 8400.0, 8331.0, 4400.0, 3169.0, 600.0]","[2797.0028114318848, -4616.256103515625, -2709.814453125, -1509.7340774536133, 3547.976531982422, -7045.993328094482, -6421.772773742676, 2223.5694885253906, 320.6055908203125, 1042.251968383789]","[29.442134857177734, -50.17669677734375, -27.09814453125, -16.06100082397461, 36.20384216308594, -70.45993041992188, -65.52828979492188, 22.235694885253906, 3.339641571044922, 10.42251968383789]"
29,2,5,gnn_learned,1513.4235,"[5669.913948059082, 1926.6132583618164, 7653.083801269531, 4790.985870361328, 3635.501152038574, 1228.66792678833, 2686.1474380493164, 7760.514068603516, 4017.267578125, 1595.2801704406738]","[2283.0, 6352.0, 9500.0, 5549.0, 0.0, 8400.0, 8331.0, 4400.0, 3169.0, 600.0]","[3386.913948059082, -4425.386741638184, -1846.9161987304688, -758.0141296386719, 3635.501152038574, -7171.33207321167, -5644.852561950684, 3360.5140686035156, 848.267578125, 995.2801704406738]","[35.65172576904297, -48.102027893066406, -18.469161987304688, -8.063980102539062, 37.09695053100586, -71.71331787109375, -57.60053634643555, 33.605140686035156, 8.83612060546875, 9.952801704406738]"
29,3,5,gnn_learned,1603.1249,"[5109.289138793945, 1681.4981002807617, 6855.62744140625, 3955.6511611938477, 3856.1491928100586, 1407.933521270752, 1962.1987190246582, 7200.4638671875, 3499.9818115234375, 1720.692253112793]","[2283.0, 6352.0, 9500.0, 5549.0, 0.0, 8400.0, 8331.0, 4400.0, 3169.0, 600.0]","[2826.2891387939453, -4670.501899719238, -2644.37255859375, -1593.3488388061523, 3856.1491928100586, -6992.066478729248, -6368.801280975342, 2800.4638671875, 330.9818115234375, 1120.692253112793]","[29.750411987304688, -50.766326904296875, -26.4437255859375, -16.950519561767578, 39.34846115112305, -69.92066192626953, -64.9877700805664, 28.004638671875, 3.4477272033691406, 11.20692253112793]"
29,4,5,gnn_learned,1613.5502,"[5350.454051971436, 1752.9967041015625, 7318.963623046875, 4446.430603027344, 3717.205825805664, 1204.4561386108398, 1906.987735748291, 7275.0, 4231.8302001953125, 1687.7874374389648]","[2283.0, 6352.0, 9500.0, 5549.0, 0.0, 8400.0, 8331.0, 4400.0, 3169.0, 600.0]","[3067.4540519714355, -4599.0032958984375, -2181.036376953125, -1102.5693969726562, 3717.205825805664, -7195.54386138916, -6424.012264251709, 2875.0, 1062.8302001953125, 1087.7874374389648]","[32.28899002075195, -49.989166259765625, -21.81036376953125, -11.729461669921875, 37.93067169189453, -71.95543670654297, -65.5511474609375, 28.75, 11.071147918701172, 10.877874374389648]"
29,5,5,gnn_learned,1651.9808,"[5705.929611206055, 1695.3122787475586, 7430.1177978515625, 4632.358360290527, 3932.4346771240234, 1180.0272941589355, 1897.8135070800781, 7338.319396972656, 3835.9927978515625, 1560.2587699890137]","[2283.0, 6352.0, 9500.0, 5549.0, 0.0, 8400.0, 8331.0, 4400.0, 3169.0, 600.0]","[3422.9296112060547, -4656.687721252441, -2069.8822021484375, -916.6416397094727, 3932.4346771240234, -7219.972705841064, -6433.186492919922, 2938.3193969726562, 666.9927978515625, 960.2587699890137]","[36.03083801269531, -50.616172790527344, -20.698822021484375, -9.751506805419922, 40.12688446044922, -72.1997299194336, -65.64476013183594, 29.383193969726562, 6.947841644287109, 9.602587699890137]"
29,6,5,gnn_learned,1661.6057,"[4989.509571075439, 1550.058448791504, 6602.940368652344, 3921.0792388916016, 3533.7855529785156, 1051.5156745910645, 1601.4850425720215, 6530.577850341797, 3436.4112548828125, 1397.0176696777344]","[2283.0, 6352.0, 9500.0, 5549.0, 0.0, 8400.0, 8331.0, 4400.0, 3169.0, 600.0]","[2706.5095710754395, -4801.941551208496, -2897.0596313476562, -1627.9207611083984, 3533.7855529785156, -7348.484325408936, -6729.5149574279785, 2130.577850341797, 267.4112548828125, 797.0176696777344]","[28.489574432373047, -52.19501495361328, -28.970596313476562, -17.31830596923828, 36.05903625488281, -73.4848403930664, -68.66851806640625, 21.30577850341797, 2.785533905029297, 7.970176696777344]"
29,7,5,gnn_learned,1648.2545,"[4948.779495239258, 1580.7908020019531, 6411.92626953125, 4327.4421310424805, 3318.493148803711, 1051.0794639587402, 1476.8568630218506, 6303.575134277344, 3501.54296875, 1435.2859497070312]","[2283.0, 6352.0, 9500.0, 5549.0, 0.0, 8400.0, 8331.0, 4400.0, 3169.0, 600.0]","[2665.779495239258, -4771.209197998047, -3088.07373046875, -1221.5578689575195, 3318.493148803711, -7348.92053604126, -6854.143136978149, 1903.5751342773438, 332.54296875, 835.2859497070312]","[28.060836791992188, -51.86096954345703, -30.8807373046875, -12.995296478271484, 33.86217498779297, -73.48920440673828, -69.94023895263672, 19.035751342773438, 3.4639892578125, 8.352859497070312]"
29,8,5,gnn_learned,1584.3538,"[5403.895538330078, 1983.668601989746, 7360.039520263672, 4473.101898193359, 3915.4137268066406, 1312.7121925354004, 1872.6017150878906, 7274.506378173828, 3852.7000732421875, 1502.994728088379]","[2283.0, 6352.0, 9500.0, 5549.0, 0.0, 8400.0, 8331.0, 4400.0, 3169.0, 600.0]","[3120.895538330078, -4368.331398010254, -2139.960479736328, -1075.8981018066406, 3915.4137268066406, -7087.2878074646, -6458.398284912109, 2874.506378173828, 683.7000732421875, 902.9947280883789]","[32.851531982421875, -47.48186492919922, -21.39960479736328, -11.445724487304688, 39.95320129394531, -70.87287902832031, -65.90202331542969, 28.74506378173828, 7.121875762939453, 9.029947280883789]"
29,9,5,gnn_learned,1589.802,"[5234.508274078369, 1814.1943359375, 6863.213348388672, 4541.251396179199, 3817.0406341552734, 1248.9198684692383, 2006.2756156921387, 7167.5048828125, 3742.6998291015625, 1559.6412658691406]","[2283.0, 6352.0, 9500.0, 5549.0, 0.0, 8400.0, 8331.0, 4400.0, 3169.0, 600.0]","[2951.508274078369, -4537.8056640625, -2636.786651611328, -1007.7486038208008, 3817.0406341552734, -7151.080131530762, -6324.724384307861, 2767.5048828125, 573.6998291015625, 959.6412658691406]","[31.06850814819336, -49.323974609375, -26.36786651611328, -10.72072982788086, 38.94939422607422, -71.51080322265625, -64.53800201416016, 27.675048828125, 5.976039886474609, 9.596412658691406]"
29,10,5,gnn_learned,1643.9818,"[5726.512992858887, 1946.368179321289, 7324.554443359375, 4464.559768676758, 3964.2802658081055, 1467.790412902832, 1638.910945892334, 7480.994415283203, 4009.7540283203125, 1577.1035194396973]","[2283.0, 6352.0, 9500.0, 5549.0, 0.0, 8400.0, 8331.0, 4400.0, 3169.0, 600.0]","[3443.5129928588867, -4405.631820678711, -2175.445556640625, -1084.4402313232422, 3964.2802658081055, -6932.209587097168, -6692.089054107666, 3080.994415283203, 840.7540283203125, 977.1035194396973]","[36.24750518798828, -47.88730239868164, -21.75445556640625, -11.536598205566406, 40.451839447021484, -69.32209777832031, -68.28662109375, 30.80994415283203, 8.757854461669922, 9.771035194396973]"
30,1,5,gnn_learned,958.37646,"[6782.796371459961, 3362.469699859619, 1650.1509990692139, 6784.1369552612305, 5854.711364746094, 4656.154769897461, 2927.641845703125, 9549.45068359375, 1435.5442810058594, 7072.993576049805]","[6791.0, 6512.0, 3168.0, 3785.0, 7372.0, 5195.0, 7011.0, 2500.0, 292.0, 7761.0]","[-8.203628540039062, -3149.530300140381, -1517.8490009307861, 2999.1369552612305, -1517.2886352539062, -538.8452301025391, -4083.358154296875, 7049.45068359375, 1143.5442810058594, -688.0064239501953]","[-0.0882110595703125, -33.86591720581055, -15.331808090209961, 30.91893768310547, -15.64215087890625, -5.498420715332031, -42.53498077392578, 70.4945068359375, 11.911919593811035, -7.0928497314453125]"
30,2,5,gnn_learned,1019.56903,"[7048.4904861450195, 3112.8688735961914, 1429.184947013855, 7377.498222351074, 5851.632011413574, 4185.456146240234, 3159.0113525390625, 9624.701690673828, 1227.0505065917969, 7153.873779296875]","[6791.0, 6512.0, 3168.0, 3785.0, 7372.0, 5195.0, 7011.0, 2500.0, 292.0, 7761.0]","[257.49048614501953, -3399.1311264038086, -1738.815052986145, 3592.498222351074, -1520.3679885864258, -1009.5438537597656, -3851.9886474609375, 7124.701690673828, 935.0505065917969, -607.126220703125]","[2.7687149047851562, -36.54979705810547, -17.56378936767578, 37.03606414794922, -15.673896789550781, -10.301467895507812, -40.124881744384766, 71.24701690673828, 9.74010944366455, -6.259033203125]"
30,3,5,gnn_learned,916.62415,"[6400.072479248047, 3329.47709274292, 1507.2987356185913, 6557.6931076049805, 5493.426105499268, 4824.2158126831055, 2971.3335571289062, 9239.299011230469, 1379.746826171875, 7083.712478637695]","[6791.0, 6512.0, 3168.0, 3785.0, 7372.0, 5195.0, 7011.0, 2500.0, 292.0, 7761.0]","[-390.9275207519531, -3182.52290725708, -1660.7012643814087, 2772.6931076049805, -1878.5738945007324, -370.78418731689453, -4039.6664428710938, 6739.299011230469, 1087.746826171875, -677.2875213623047]","[-4.203521728515625, -34.22067642211914, -16.774761199951172, 28.58446502685547, -19.366741180419922, -3.7835121154785156, -42.079856872558594, 67.39299011230469, 11.330696105957031, -6.9823455810546875]"
